[u'have', u'texture']
[u'had', u'bite']
[u'was', u'crispy']
[u'resembles', u'something']
[u'like', u'texture']
[u'like', u'flavour']
[u'shared', u'recipe']
[u'were', u'rolls']
[u'was', u'soup']
[u'are', u'rolls']
[u'is', u'recipe']
[u'makes', u'rolls']
[u'sprinkle', u'cheese']
[u'baked', u'anything']
[u'finish', u'dozen']
[u'do', u'LOL']
[u'is', u'bakery']
[u'has', u'bread']
[u'like', u'cheesy']
"[u""'s""", u'dreamer']
[u'be', u'kay']
[u'come', u'kolo']
[u'form', u'kungfu']
[u'is', u'what']
[u'going', u'boss']
[u'love', u'look']
[u'used', u'flour']
[u'keep', u'eye']
[u'adding', u'rolls']
[u'adding', u'month']
[u'spread', u'wings']
[u'chirp', u'bird']
[u'be', u'Dancing']
[u'be', u'part']
[u'loves', u'cakes']
[u'is', u'way']
[u'is', u'way']
[u'eliminate', u'stress']
[u'gone', u'time']
[u'having', u'vacation']
[u'take', u'getaway']
[u'do', u'what']
[u'know', u'what']
[u'are', u'thing']
[u'is', u'spot']
[u'spend', u'time']
[u'devote', u'days']
[u'has', u'sites']
[u'has', u'parks']
[u'are', u'way']
[u'spend', u'time']
[u'spend', u'time']
[u'spend', u'lot']
[u'have', u'time']
[u'have', u'lot']
[u'find', u'campground']
[u'plan', u'vacation']
[u'hire', u'someone']
[u'planning', u'trip']
[u'likes', u'what']
[u'likes', u'children']
[u'take', u'what']
[u'find', u'holidays']
[u'have', u'time']
[u'take', u'time']
[u'take', u'vacation']
[u'take', u'trip']
[u'take', u'holidays']
[u'has', u'days']
[u'made', u'RMB']
[u'celebrated', u'company']
[u'led', u'actors']
[u's', u'shoot']
[u'make', u'fun']
[u'girlfriend', u'holiday']
[u'been', u'Maldives']
[u'walk', u'beat']
[u'have', u'thousands']
[u'is', u'elder']
[u'required', u'success']
[u'required', u'coordination']
[u'spent', u'effort']
[u'win', u'award']
[u'went', u'dream']
[u'was', u'office']
[u'break', u'record']
[u'reaches', u'film']
[u'buying', u'dinner']
[u'made', u'film']
[u'held', u'celebration']
[u'crossed', u'people']
[u'understood', u'rules']
[u'owed', u'money']
[u'made', u'counterfeits']
[u'pursuing', u'salary']
[u'have', u'lot']
[u'kissed', u'week']
[u'kissed', u'director']
[u'avoided', u'subject']
[u'avoided', u'@']
[u'said', u'way']
[u'issued', u'check']
[u'take', u'look']
[u'saw', u'time']
[u'arrive', u'train']
[u'got', u'coffee']
[u'feel', u'christmas']
[u'starting', u'walk']
[u'get', u'bag']
[u'are', u'manholes']
[u'are', u'view']
[u'Entering', u'gate']
[u'storing', u'bags']
[u'formed', u'queue']
[u'take', u'photos']
[u'looking', u'piece']
[u'are', u'Things']
[u'are', u'time']
[u'pick', u'bags']
[u'play', u'kids']
[u'rest', u'feet']
[u'headed', u'way']
[u'seemed', u'suburb']
[u'seemed', u'front']
[u'is', u'need']
[u'feel', u'area']
[u'are', u'Prices']
[u'bought', u'pairs']
[u'get', u'side']
[u'is', u'apartment']
[u'turning', u'building']
[u'is', u'entrance']
[u'found', u'time']
[u'Having', u'snacks']
[u'planning', u'm']
[u'researching', u'apartments']
[u'were', u'posts']
"[u""'s""", u'issues']
[u'be', u'one']
"[u""'s""", u'time']
[u'suggest', u'hotel']
[u'gives', u'feel']
[u'is', u'parody']
[u'thrown', u'who']
[u'following', u'death']
[u'investigate', u'pair']
[u'investigate', u'series']
"[u""'re""", u'detective']
[u'investigate', u'series']
[u'comes', u'post']
[u'was', u'party']
[u'was', u'time']
[u'promised', u'Carmen']
[u'be', u'Everyone']
[u'be', u'witness']
[u'was', u'dinner']
[u'preparing', u'props']
[u'had', u'nothing']
[u'came', u'Everyone']
[u'had', u'talks']
[u'picked', u'cafe']
[u'caught', u'attention']
[u'was', u'impression']
[u'book', u'tables']
[u'was', u'trip']
[u'is', u'environment']
[u'was', u'food']
[u'had', u'burger']
[u'had', u'cake']
[u'had', u'soup']
[u'complained', u'one']
[u'paying', u'visit']
[u'had', u'collars']
[u'mermaid', u'hipster']
[u'was', u'award']
[u'be', u'winner']
[u'matched', u'moustache']
[u'was', u'surprise']
[u'bring', u'anyone']
[u'bring', u'cake']
[u'go', u'year']
[u'are', u'BFFs']
[u'share', u'who']
[u'share', u'birthdate']
[u'was', u'celebration']
[u'got', u'what']
[u'spent', u'time']
[u'come', u'babi']
[u'gave', u'bag']
[u'ordered', u'beverages']
[u'said', u'alam']
[u'alam', u'disenteHence']
[u'writing', u'blogging']
[u'is', u'fact']
[u'is', u'piece']
[u'do', u'nothing']
[u'do', u'trap']
[u'be', u'case']
[u'be', u'instrument']
[u'be', u'minumum']
[u'regarding', u'lots']
[u'have', u'quality']
[u'be', u'vocals']
[u'get', u'insurance']
[u'have', u'members']
[u'have', u'site']
[u'take', u'heart']
[u'have', u'family']
[u'have', u'peace']
[u'do', u'uggs']
[u'permits', u'government']
[u'permits', u'@']
[u'deferred', u'tax']
[u'save', u'money']
[u'be', u'production']
"[u""'s""", u'chance']
[u'going', u'information']
[u'are', u'number']
[u'obtain', u'guide']
[u'educate', u'uggs']
[u'permits', u'government']
[u'permits', u'family']
[u'regarding', u'401k']
[u'contribute', u'@']
[u'involved', u'incubate']
[u'involved', u'family']
[u'save', u'dollars']
"[u""'s""", u'case']
[u'allows', u'prototyping']
[u'be', u'production']
"[u""'s""", u'chance']
[u'going', u'lot']
"[u""'s""", u'case']
[u'are', u'number']
[u'be', u'aid']
[u'said', u'alam']
[u'alam', u'disenteHence']
[u'writing', u'blogging']
[u'is', u'fact']
[u'regarding', u'return']
[u'update', u'blog']
[u'update', u'day']
"[u""'s""", u'promise']
[u'update', u'blog']
[u'do', u'tutorials']
[u'have', u'dinner']
"[u""'s""", u'YES']
[u'ade', u'dah']
[u'ade', u'jackets']
[u'coming', u'who']
"[u""'s""", u'classmate']
[u'was', u'Dinner']
[u'was', u'time']
[u'follow', u'bershisha']
[u'pak', u'kdai2']
[u'played', u'card']
[u'allowed', u'one']
[u'sumtimes', u'good']
[u'take', u'day']
[u'was', u'time']
[u'got', u'surprise']
[u'made', u'day']
[u'was', u'who']
[u'thought', u'Others']
[u'was', u'killer']
[u'was', u'man']
[u'heard', u'what']
[u'die', u'tuh']
[u'tell', u'truth']
[u'tell', u'truth']
[u'tell', u'TRUTH']
[u'give', u'credit']
[u'telling', u'truth']
[u'are', u'things']
[u'post', u'sweeeeet']
[u'post', u'pictures']
[u'tell', u'truth']
[u'tell', u'time']
[u'set', u'heart']
[u'building', u'society']
[u'began', u'members']
[u'witness', u'ceremony']
[u'stood', u'dais']
[u'raised', u'arm']
[u'shouted', u'MERDEKA']
[u'thundered', u'crowd']
[u'thundered', u'MERDEKA']
[u'gained', u'independence']
[u'born', u'nation']
[u'recognised', u'importance']
[u'fostering', u'cooperation']
[u'overcome', u'problems']
[u'envisioned', u'who']
[u'envisioned', u'idea']
[u'was', u'achievement']
[u'giving', u'sense']
[u'crosses', u'image']
[u'crosses', u'mind']
[u'speaks', u'truth']
[u'follow', u'religion']
[u'is', u'house']
[u'blessed', u'guidance']
[u'are', u'signs']
[u'enters', u'whoever']
[u'is', u'Pilgrimage']
[u'is', u'duty']
[u'owe', u'people']
[u'find', u'whoever']
[u'find', u'way']
[u'built', u'man']
[u'bears', u'evidence']
[u'are', u'places']
[u'are', u'@']
[u'built', u'man']
[u'built', u'house']
[u'accepted', u'pilgrimage']
[u'institute', u'ceremony']
[u'draw', u'attention']
[u'shows', u'principles']
[u'became', u'mankind']
[u'appeared', u'nations']
[u'arose', u'prophets']
[u'gave', u'who']
[u'gave', u'teachings']
[u'went', u'time']
[u'developed', u'religions']
[u'sent', u'wisdom']
[u'converge', u'religions']
[u'sent', u'faith']
[u'built', u'monument']
[u'call', u'mankind']
[u'is', u'Pilgrimage']
[u'is', u'duty']
[u'owe', u'people']
[u'is', u'prophecy']
[u'join', u'people']
[u'addresses', u'people']
[u'received', u'mankind']
[u'received', u'religion']
[u'called', u'mankind']
[u'addressing', u'mankind']
[u'instituting', u'Pilgrimage']
[u'built', u'who']
[u'is', u'figure']
[u'founded', u'who']
[u'founded', u'law']
[u'laid', u'basis']
[u'define', u'religion']
[u'forgot', u'followers']
[u'forgot', u'purpose']
[u'suit', u'desires']
[u'revive', u'spirit']
[u'attain', u'man']
[u'attain', u'nearness']
[u'misinterpreted', u'generations']
[u'misinterpreted', u'teaching']
[u'express', u'relation']
[u'reject', u'observance']
[u'coin', u'belief']
[u'was', u'son']
[u'come', u'who']
[u'@', u'man']
[u'came', u'religion']
[u'were', u'religions']
[u'consider', u'origin']
[u'preceded', u'who']
[u'preceded', u'religions']
[u'attained', u'salvation']
[u'followed', u'law']
[u'trust', u'belief']
[u'was', u'man']
[u'submitted', u'who']
[u'took', u'who']
[u'took', u'others']
[u'were', u'doctrines']
[u'followed', u'principles']
[u'has', u'Who']
[u'has', u'@']
[u'doing', u'good']
[u'follows', u'faith']
[u'does', u'one']
[u'gives', u'desires']
[u'follows', u'path']
[u'show', u'considerations']
[u'show', u'path']
[u'shows', u'guidance']
[u'shows', u'path']
[u'pledge', u'what']
[u'taking', u'baiat']
[u'hold', u'religion']
[u'mean', u'Submission']
[u'observing', u'rules']
[u'mean', u'fatalism']
[u'being', u'inactive']
[u'is', u'will']
[u'adopt', u'means']
[u'achieving', u'end']
[u'accepting', u'verdict']
[u'using', u'means']
[u'wanted', u'what']
[u'involves', u'Submission']
[u'involves', u'struggle']
[u'overcome', u'desires']
[u'know', u'what']
[u'is', u'path']
[u'were', u'principles']
[u'were', u'submission']
[u'were', u'principles']
[u'being', u'precepts']
[u'is', u'Pilgrimage']
[u'is', u'restoration']
[u'is', u'@']
[u'set', u'differences']
[u'requiring', u'people']
[u'accept', u'beliefs']
[u'asking', u'what']
[u'asking', u'people']
[u'is', u'principle']
[u'lived', u'who']
[u'is', u'principles']
[u'are', u'path']
[u'receive', u'none']
[u'receive', u'salvation']
[u'rejects', u'claim']
[u'submits', u'whoever']
[u'has', u'reward']
[u'is', u'fear']
[u'is', u'crux']
[u'made', u'religion']
[u'made', u'matter']
[u'was', u'man']
[u'made', u'matter']
[u'drew', u'attention']
[u'is', u'feature']
[u'reaches', u'what']
[u'is', u'righteousness']
[u'is', u'sacrifice']
[u'exhort', u'people']
[u'is', u'sacrifice']
[u'give', u'habit']
[u'took', u'advice']
[u'referred', u'times']
[u'is', u'act']
[u'learn', u'righteousness']
[u'love', u'what']
[u'fulfill', u'obligation']
[u'giving', u'money']
[u'part', u'money']
[u'offering', u'meat']
[u'sacrifice', u'part']
[u'requires', u'what']
[u'unite', u'mankind']
[u'made', u'things']
[u'was', u'what']
[u'show', u'contribution']
[u'be', u'adopter']
[u'was', u'environment']
[u'was', u'world']
[u'was', u'what']
[u'was', u'culture']
[u'mean', u'What']
[u'was', u'web']
[u'was', u'@']
[u'was', u'web']
[u'was', u'web']
[u'coming', u'change']
[u'putting', u'date']
[u'was', u'sickness']
[u'die', u'web']
[u'rank', u'mechanisms']
[u'rank', u'pages']
[u'collect', u'institutions']
[u'pursue', u'art']
[u'appear', u'pages']
[u'is', u'space']
[u'tell', u'world']
[u'changed', u'conditions']
"[u""'s""", u'need']
[u'organized', u'diary']
[u'published', u'photos']
"[u""'s""", u'community']
[u'see', u'people']
[u'were', u'who']
[u'see', u'people']
[u'look', u'who']
[u'see', u'signs']
[u'see', u'thanks']
[u'use', u'who']
[u'use', u'elements']
[u'come', u'styles']
[u'do', u'designs']
[u'noticed', u'year']
[u'returned', u'designers']
[u'show', u'signs']
[u'making', u'work']
[u'foregrounds', u'aesthetic']
[u'preserve', u'beauty']
[u'is', u'half']
[u'preserve', u'collections']
[u'ask', u'questions']
[u'did', u'What']
[u'stand', u'elements']
[u'serve', u'cultures']
[u'serving', u'ambitions']
[u'solve', u'problems']
[u'create', u'problems']
[u'tell', u'guys']
[u'writing', u'blog']
[u'lies', u'what']
[u'been', u'lot']
[u'reminds', u'fact']
[u'leading', u'X']
[u'leading', u'life']
[u'started', u'project']
[u'started', u'something']
[u'given', u'over']
[u'became', u'X']
[u'hit', u'project']
[u'hit', u'market']
[u'was', u'project']
[u'was', u'@']
[u'cancelled', u'project']
[u'had', u'project']
[u'had', u'nothing']
[u'is', u'X']
[u'is', u'changes']
[u'has', u'X']
[u'has', u'roots']
[u'designed', u'X']
[u'be', u'crossplatform']
[u'keep', u'port']
[u'keep', u'years']
"[u""'s""", u'alias']
[u'are', u'reasons']
[u'made', u'switch']
[u'is', u'question']
[u'made', u'switch']
[u'made', u'design']
[u'had', u'trouble']
[u'look', u'roadmap']
[u'deliver', u'performance']
[u'using', u'variants']
[u'being', u'markets']
[u'be', u'attention']
[u'be', u'will']
[u'needs', u'consistency']
[u'failed', u'alliance']
[u'been', u'@']
[u'asked', u'Source']
[u'kidnapped', u'bros']
[u'kidnapped', u'PC']
[u'doing', u'what']
[u'Keeping', u'developer']
[u'stop', u'bath']
[u'stop', u'fixer']
[u'processing', u'film']
[u'achieve', u'development']
[u'prevent', u'spotting']
[u'taken', u'steps']
[u'made', u'image']
[u'produce', u'photograph']
[u'making', u'print']
[u'using', u'strip']
[u'using', u'bleaches']
[u'is', u'bleach']
[u'is', u'ferricyanide']
[u'include', u'techniques']
[u'dodging', u'flashing']
[u'Allowing', u'light']
[u'create', u'images']
[u'have', u'prints']
[u'have', u'variety']
[u'shot', u'majority']
[u'attracted', u'group']
[u'recorded', u'detail']
[u'show', u'highlights']
[u'show', u'texture']
[u'show', u'slide']
[u'show', u'base']
[u'shaped', u'curves']
[u'sloping', u'portion']
[u'called', u'toe']
[u'called', u'portion']
[u'are', u'curves']
[u'has', u'set']
[u'make', u'print']
[u'produce', u'grades']
[u'using', u'paper']
[u'scatter', u'types']
[u'scatter', u'light']
[u'is', u'advantage']
[u'render', u'gradations']
[u'minimize', u'effect']
[u'generate', u'head']
[u'generate', u'heat']
[u'coated', u'paper']
[u'producing', u'enlargements']
[u'called', u'range']
[u'called', u'shadows']
[u'called', u'Values']
[u'exposing', u'paper']
[u'be', u'size']
[u'get', u'prints']
[u'Use', u'paper']
[u'get', u'print']
[u'resembles', u'scene']
[u'get', u'@']
[u'produces', u'contrast']
[u'emphasized', u'Scratches']
[u'is', u'process']
[u'produce', u'colorants']
[u'produce', u'spectrum']
[u'defining', u'space']
[u'retains', u'scale']
[u'retains', u'detail']
[u'is', u'process']
[u'yielding', u'prints']
[u'have', u'stability']
[u'measured', u'density']
[u'drying', u'film']
[u'leave', u'mark']
[u'distributing', u'light']
[u'minimized', u'blemishes']
[u'used', u'solution']
[u'convert', u'crystals']
[u'Holding', u'light']
[u'include', u'techniques']
[u'burning', u'flashing']
[u'toning', u'bleaching']
[u'placed', u'plastic']
[u'poured', u'solutions']
[u'rocking', u'dish']
[u'hold', u'material']
[u'put', u'halides']
[u'formed', u'image']
[u'holds', u'paper']
[u'adjust', u'blades']
[u'fit', u'sizes']
[u'has', u'strip']
[u'running', u'length']
[u'called', u'rebate']
[u'identify', u'frame']
[u'make', u'film']
[u'printing', u'enlarging']
[u'face', u'side']
[u'face', u'side']
[u'Comprises', u'house']
[u'project', u'image']
[u'pull', u'leader']
[u'are', u'times']
[u'is', u'paper']
[u'describes', u'curve']
[u'describes', u'relationship']
[u'exhibit', u'brand']
[u'exhibit', u'curve']
[u'exposing', u'Pre']
[u'exposing', u'paper']
[u'reduce', u'level']
[u'extend', u'range']
[u'include', u'techniques']
[u'toning', u'bleaching']
[u'shows', u'light']
[u'shows', u'change']
[u'coated', u'resin']
[u'have', u'surface']
[u'look', u'results']
[u'has', u'qualities']
[u'suspending', u'halides']
[u'specifying', u'degree']
[u'constitute', u'image']
[u'is', u'grain']
[u'produce', u'developer']
[u'produce', u'range']
[u'changing', u'grades']
[u'changing', u'filtration']
[u'using', u'developer']
[u'obtain', u'grades']
[u'recorded', u'detail']
[u'see', u'detail']
[u'used', u'solutions']
[u'speed', u'removal']
[u'duping', u'slide']
[u'printed', u'inter']
[u'printed', u'paper']
[u'have', u'materials']
[u'have', u'contrast']
[u'do', u'papers']
[u'reduce', u'process']
[u'reduce', u'saturation']
[u'increasing', u'density']
[u'treating', u'materials']
[u'fill', u'container']
[u'pour', u'need']
[u'make', u'tea']
[u'accompany', u'quantities']
[u'struck', u'compounds']
[u'controlling', u'contrast']
[u'Is', u'effect']
[u'prevents', u'negatives']
[u'introduces', u'surfaces']
[u'reproducing', u'images']
[u'have', u'tones']
[u'expressed', u'opacity']
[u'separated', u'technique']
[u'using', u'number']
[u'separated', u'negatives']
[u'contains', u'print']
[u'contains', u'areas']
[u'referred', u'effect']
[u'lift', u'prints']
[u'developing', u'trays']
[u'come', u'solutions']
[u'are', u'surfaces']
[u'is', u'finish']
[u'coated', u'resin']
[u'considered', u'archival']
[u'describes', u'curve']
[u'describes', u'@']
[u'have', u'brand']
[u'have', u'curve']
[u'be', u'curves']
[u'altered', u'shape']
[u'created', u'image']
[u'placing', u'object']
[u'tried', u'photographers']
[u'tried', u'technique']
[u'reduce', u'contrast']
[u'increase', u'contrast']
[u'increase', u'film']
[u'falling', u'light']
[u'be', u'paper']
[u'see', u'types']
[u'referred', u'chemical']
[u'reduce', u'density']
[u'maintain', u'part']
[u'maintain', u'chemicals']
[u'extend', u'life']
[u'replacing', u'measure']
[u'describe', u'effect']
[u'fogging', u'material']
[u'is', u'effect']
[u'formed', u'effect']
[u'continue', u'development']
[u'squeeze', u'water']
[u'recorded', u'detail']
[u'represented', u'Shadows']
[u'see', u'separation']
[u'achieve', u'control']
[u'achieve', u'grades']
[u'soften', u'contrast']
[u'arrest', u'development']
[u'Gives', u'light']
[u'is', u'paper']
[u'are', u'lights']
[u'exposed', u'paper']
[u'fog', u'paper']
[u'given', u'series']
[u'determine', u'exposure']
[u'determine', u'time']
[u'made', u'photograph']
[u'Controlling', u'tones']
[u'control', u'nature']
[u'is', u'number']
[u'make', u'zones']
[u'known', u'what']
[u'change', u'color']
[u'Soaking', u'print']
[u'darken', u'areas']
[u'give', u'print']
[u'give', u'feeling']
[u'include', u'techniques']
[u'dodging', u'flashing']
[u'alter', u'contrast']
[u'used', u'term']
[u'used', u'term']
[u'describe', u'lacking']
[u'Is', u'paper']
[u'varied', u'contrast']
[u'using', u'filters']
[u'Is', u'frame']
[u'Is', u'@']
[u'excluding', u'air']
[u'used', u'types']
[u'hold', u'paper']
[u'Is', u'technique']
[u'faded', u'edges']
[u'blocking', u'field']
[u'reduce', u'drops']
[u'reduce', u'tension']
[u'preventing', u'water']
[u'dry', u'drops']
[u'leave', u'mark']
[u'toned', u'sepia']
"[u""'s""", u'print']
[u'Is', u'part']
[u'removes', u'chemicals']
[u'filled', u'water']
[u'Are', u'containers']
[u'maintain', u'trays']
[u'Is', u'chemical']
[u'twiddle', u'thumbs']
[u'is', u'yawwwnnnnnnnnnn']
[u'is', u'yaaawwwnnnn']
[u'is', u'means']
[u'making', u'exposure']
[u'breaks', u'system']
[u'breaks', u'tones']
[u'breaks', u'scales']
[u'is', u'tone']
[u'told', u'sources']
[u'told', u'source']
[u'is', u'who']
[u'issued', u'ministry']
[u'issued', u'directive']
[u'issued', u'content']
[u'banning', u'URL']
[u'filtered', u'URL']
[u'is', u'step']
[u'is', u'inline']
[u'record', u'protest']
[u'ban', u'countries']
[u'ban', u'facebook']
[u'dare', u'website']
[u'do', u'action']
[u'ban', u'speciall']
[u'used', u'website']
[u'insult', u'believes']
[u'is', u'effort']
[u'is', u'humiliating']
[u'requested', u'time']
[u'do', u'activities']
[u'ban', u'page']
[u'love', u'prophet']
[u'attack', u'one']
[u'provide', u'link']
"[u""'s""", u'way']
[u'be', u'something']
[u'being', u'topic']
[u'find', u'college']
[u'study', u'affairs']
[u'need', u'school']
[u'told', u'body']
[u'know', u'body']
[u'be', u'information']
[u'be', u'fact']
[u'have', u'someone']
[u'have', u'answers']
[u'has', u'fact']
[u'has', u'points']
[u'have', u'opinions']
[u'did', u'job']
[u'writing', u'post']
[u'testing', u'friend']
[u'suprised', u'traffic']
[u'transmitted', u'rulings']
[u'claim', u'one']
[u'reach', u'sources']
[u'reach', u'world']
[u'disagreed', u'companions']
[u'given', u'circumstances']
[u'accept', u'rulings']
[u'knowing', u'status']
[u'reading', u'biographies']
[u'did', u'what']
[u'distinguish', u'trustworthy']
[u'distinguish', u'one']
[u'turned', u'who']
[u'is', u'@']
[u'prevent', u'criticism']
[u'finding', u'fault']
[u'send', u'blessings']
[u'send', u'blessings']
[u'is', u'question']
[u'finding', u'fault']
[u'deserve', u'banishment']
[u'does', u'conflict']
[u'answer', u'question']
[u'examine', u'deeds']
[u'mentioned', u'what']
[u'are', u'views']
[u'require', u'elucidation']
[u'remove', u'confusion']
[u'mention', u'companions']
[u'be', u'majority']
[u'accuse', u'makers']
[u'curse', u'companions']
[u'listen', u'who']
[u'block', u'path']
[u'reviling', u'companions']
[u'calls', u'whom']
[u'calls', u'ones']
[u'turned', u'who']
[u'reverted', u'who']
[u'expose', u'deeds']
[u'like', u'brothers']
[u'is', u'word']
[u'opened', u'door']
[u'were', u'hypocrites']
[u'opened', u'ones']
[u'troubled', u'who']
[u'speak', u'who']
[u'opened', u'door']
[u'were', u'apostates']
[u'broke', u'who']
[u'broke', u'oaths']
[u'enter', u'who']
[u'enter', u'fire']
[u'benefitting', u'companionship']
[u'causing', u'increase']
[u'be', u'wealth']
[u'bears', u'witness']
[u'is', u'situation']
[u'known', u'truth']
[u'know', u'friends']
[u'befriend', u'whom']
[u'know', u'enemies']
[u'was', u'day']
[u'completed', u'prayer']
[u'prayed', u'who']
[u'began', u'session']
[u'disparaging', u'labelling']
[u'speak', u'who']
[u'speak', u'who']
[u'reach', u'truth']
[u'are', u'curse']
[u'comes', u'hadith']
[u'reach', u'standing']
[u'accompanying', u'who']
[u'is', u'hadith']
[u'is', u'teacher']
[u'is', u'what']
[u'is', u'sin']
[u'reads', u'who']
[u'is', u'what']
[u'is', u'sin']
[u'reads', u'who']
[u'are', u'companions']
[u'did', u'what']
[u'say', u'woe']
[u'changed', u'who']
[u'changed', u'things']
[u'saved', u'anyone']
[u'listened', u'Everyone']
[u'is', u'hadith']
[u'has', u'companion']
[u'is', u'slave']
[u'realised', u'effect']
[u'memorizing', u'hadith']
[u'have', u'mercy']
[u'lies', u'sedition']
[u'curse', u'one']
[u'awakens', u'who']
[u'been', u'discord']
[u'wakes', u'who']
[u'opens', u'eyes']
[u'know', u'truth']
[u'follow', u'book']
[u'claim', u'sayings']
[u'are', u'who']
[u'Are', u'scribe']
[u'know', u'view']
[u'regarding', u'subject']
[u'give', u'book']
[u'open', u'eyes']
[u'accepted', u'talk']
[u'wrote', u'letter']
[u'showing', u'affection']
[u'be', u'peace']
[u'sought', u'permission']
[u'print', u'letter']
[u'contains', u'affection']
[u'recognizes', u'truth']
[u'reflects', u'reality']
[u'lean', u'who']
[u'lifted', u'veils']
[u'keep', u'letter']
[u'have', u'time']
[u'convince', u'congregation']
[u'prayed', u'who']
[u'wished', u'conversion']
[u'said', u'what']
[u'reveal', u'truth']
[u'mentioned', u'sunna']
[u'comes', u'falsehood']
[u'is', u'ruling']
[u'is', u'criterion']
[u'are', u'who']
[u'speak', u'evil']
[u'spoken', u'words']
[u'filled', u'hearts']
[u'breaking', u'promise']
[u'say', u'who']
[u'believe', u'day']
[u'believe', u'who']
[u'is', u'sickness']
[u'increases', u'sickness']
[u'is', u'chastisement']
[u'come', u'hypocrites']
[u'bear', u'witness']
[u'bears', u'witness']
[u'are', u'hypocrites']
[u'are', u'liars']
[u'made', u'oaths']
[u'turn', u'people']
[u'sealed', u'hearts']
[u'claim', u'who']
[u'revealed', u'what']
[u'revealed', u'what']
[u'seek', u'judgement']
[u'revealed', u'what']
[u'turn', u'hypocrites']
[u'befalls', u'misfortune']
[u'earned', u'what']
[u'earned', u'hands']
[u'seek', u'hypocrites']
[u'please', u'appearances']
[u'propped', u'blocks']
[u'is', u'cry']
[u'are', u'enemy']
[u'say', u'who']
[u'comes', u'fear']
[u'rolling', u'eyes']
[u'rolling', u'hovers']
[u'gone', u'fear']
[u'made', u'deeds']
[u'listen', u'who']
[u'given', u'who']
[u'given', u'knowledge']
[u'say', u'What']
[u'sealed', u'hearts']
[u'follow', u'desires']
